rank;personName;age;finalWorth;category;source;country;state;city;organization;selfMade;gender;birthDate;title;philanthropyScore
709;Samuel Tak Lee;82.0;4100;Real Estate;real estate;Hong Kong;;Hong Kong;;False;M;4/9/1939;;1.0
709;Thai Lee;63.0;4100;Technology;IT provider;United States;Texas;Austin;;True;F;11/27/1958;;1.0
709;Eric Lefkofsky;52.0;4100;Technology;Groupon, investments;United States;Illinois;Glencoe;Groupon;True;M;9/2/1969;Chairman;2.0
709;Weiguo Li;57.0;4100;Manufacturing;construction materials;China;;Beijing;;True;M;1/1/1965;;1.0
709;Ermirio Pereira de Moraes & family;89.0;4100;Diversified;diversified;Brazil;;Sao Paulo;;False;M;5/13/1932;;1.0
709;Maria Helena Moraes Scripilliti & family;91.0;4100;Diversified;diversified;Brazil;;Sao Paulo;;False;F;9/20/1930;;1.0
709;Augusto & Giorgio Perfetti;;4100;Food & Beverage;candy;Switzerland;;Lugano;;False;M;;;1.0
709;Thomas Secunda;67.0;4100;Media & Entertainment;Bloomberg LP;United States;New York;Croton-on-Hudson;;True;M;6/23/1954;;2.0
709;Shaul Shani;67.0;4100;Telecom;telecom;Italy;;Milan;;True;M;1/1/1955;;1.0
709;E. Joe Shoen;72.0;4100;Automotive;U-Haul;United States;Arizona;Phoenix;;False;M;10/28/1949;;1.0
709;Steven Udvar-Hazy;76.0;4100;Service;aircraft leasing;United States;California;Beverly Hills;Air Lease;True;M;2/23/1946;CEO and Chairman;3.0
709;Russ Weiner;51.0;4100;Food & Beverage;energy drinks;United States;Florida;Delray Beach;;True;M;5/5/1970;;1.0
709;Guanjiang Wu & family;53.0;4100;Healthcare;pharmaceuticals;China;;Chongqing;;True;M;12/21/1968;;1.0
728;Anil Agarwal & family;68.0;4000;Metals & Mining;mining, metals;United Kingdom;;London;;True;M;9/7/1953;;1.0
728;Somphote Ahunai;54.0;4000;Energy;renewable energy;Thailand;;Bangkok;;True;M;6/1/1967;;1.0
728;Patrizio Bertelli;76.0;4000;Fashion & Retail;luxury goods;Italy;;Milan;;True;M;1/1/1946;;1.0
728;Rakesh Gangwal;68.0;4000;Service;airline;United States;Florida;Miami;;True;M;7/25/1953;;1.0
728;Paul Gauselmann & family;87.0;4000;Gambling & Casinos;gambling;Germany;;Espelkamp;;True;M;8/26/1934;;1.0
728;Hao Hong;66.0;4000;Healthcare;pharmaceuticals;China;;Tianjin;;True;M;1/1/1956;;1.0
728;He Xiaopeng;44.0;4000;Automotive;electric vehicles;China;;Guangzhou;;True;M;11/3/1977;;1.0
728;Michael Herz;78.0;4000;Fashion & Retail;coffee;Germany;;Hamburg;;False;M;9/28/1943;;1.0
728;Wolfgang Herz;71.0;4000;Fashion & Retail;coffee;Germany;;Hamburg;;False;M;1/1/1951;;1.0
728;Arthur Irving;92.0;4000;Energy;oil;Canada;;Saint John;;False;M;1/1/1930;;1.0
728;Victor Jacobsson;40.0;4000;Finance & Investments;fintech;Sweden;;Stockholm;;True;M;8/28/1981;;1.0
728;Marc Ladreit de Lacharriere;81.0;4000;Finance & Investments;finance;France;;Paris;;True;M;11/6/1940;;1.0
728;Patrick Lee;80.0;4000;Manufacturing;paper;Hong Kong;;Hong Kong;;True;M;1/1/1942;;1.0
728;Max Lytvyn;42.0;4000;Technology;software;United States;California;San Francisco;;True;M;1/1/1980;;1.0
728;Gilles Martin;58.0;4000;Healthcare;laboratory services;France;;Nantes;;True;M;10/20/1963;;1.0
728;Ramzi Musallam;53.0;4000;Finance & Investments;private equity;United States;New York;New York;;True;M;9/17/1968;;1.0
728;Georg Nemetschek & family;88.0;4000;Technology;software;Germany;;Munich;;True;M;1/1/1934;;1.0
728;Akio Nitori;78.0;4000;Fashion & Retail;home furnishings;Japan;;Hokkaido;;True;M;3/5/1944;;1.0
728;Daniel Och;61.0;4000;Finance & Investments;hedge funds;United States;Florida;Miami Beach;Och-Ziff Capital Management;True;M;1/27/1961;Founder;3.0
728;Pankaj Patel;69.0;4000;Healthcare;pharmaceuticals;India;;Ahmedabad;;False;M;3/19/1953;;1.0
728;John Paulson;66.0;4000;Finance & Investments;hedge funds;United States;New York;New York;Paulson & Co. Inc.;True;M;12/14/1955;Founder;2.0
728;Miuccia Prada;72.0;4000;Fashion & Retail;luxury goods;Italy;;Milan;Prada;False;F;5/10/1949;CEO, Fashion Designer;1.0
728;Jean (Gigi) Pritzker;59.0;4000;Service;hotels, investments;United States;California;Los Angeles;;False;F;7/1/1962;;2.0
728;Juan Roig;72.0;4000;Fashion & Retail;supermarkets;Spain;;Valencia;;False;M;10/8/1949;;1.0
728;David Rubenstein;72.0;4000;Finance & Investments;private equity;United States;Maryland;Bethesda;Carlyle Group;True;M;8/11/1949;Co-Chief Executive Officer and Co-founder;4.0
728;Howard Schultz;68.0;4000;Food & Beverage;Starbucks;United States;Washington;Seattle;;True;M;7/19/1953;;2.0
728;Alex Shevchenko;42.0;4000;Technology;software;Canada;;;;True;M;1/1/1980;;1.0
728;Dan Snyder;57.0;4000;Sports;Washington Football Team;United States;Maryland;Potomac;;True;M;11/23/1964;;1.0
728;Jerzy Starak;74.0;4000;Healthcare;pharmaceuticals;Poland;;Konstancin;;True;M;12/12/1947;;1.0
728;Udo & Harald Tschira;;4000;Technology;software;Germany;;;;False;M;;;1.0
728;Kelcy Warren;66.0;4000;Energy;pipelines;United States;Texas;Dallas;;True;M;11/9/1955;;1.0
728;Herbert Wertheim;82.0;4000;Finance & Investments;investments;United States;Florida;Coral Gables;;True;M;5/23/1939;;2.0
728;Cameron Winklevoss;40.0;4000;Finance & Investments;cryptocurrency;United States;New York;New York;;True;M;8/21/1981;;1.0
728;Tyler Winklevoss;40.0;4000;Finance & Investments;cryptocurrency;United States;New York;New York;;True;M;8/21/1981;;1.0
728;Denise York & family;71.0;4000;Sports;San Francisco 49ers;United States;Ohio;Youngstown;San Francisco 49ers;False;F;10/21/1950;Co-Chairman;1.0
728;Zhao Lixin;56.0;4000;Technology;electronics;China;;Shanghai;;True;M;1/1/1966;;1.0
764;Hubert Burda;82.0;3900;Media & Entertainment;publishing;Germany;;Munich;;False;M;2/9/1940;;1.0
764;Francesco Gaetano Caltagirone;79.0;3900;Construction & Engineering;cement, diversified;Italy;;Rome;;True;M;3/21/1943;;1.0
764;Marcos Galperin;;3900;Technology;e-commerce;Argentina;;Buenos Aires;;True;M;;;1.0
764;Li Xiang;40.0;3900;Automotive;electric vehicles;China;;Beijing;;True;M;10/1/1981;;1.0
764;Stephen Mandel, Jr.;66.0;3900;Finance & Investments;hedge funds;United States;Connecticut;Greenwich;Lone Pine Capital;True;M;3/12/1956;Founder;2.0
764;Gabe Newell;59.0;3900;Gambling & Casinos;videogames;United States;Washington;Seattle;Valve Corporation;True;M;11/3/1962;Cofounder and CEO;1.0
764;Maja Oeri;67.0;3900;Healthcare;pharmaceuticals;Switzerland;;Basel;;False;F;1/1/1955;;1.0
764;Paolo & Gianfelice Mario Rocca;;3900;Metals & Mining;pipe manufacturing;Argentina;;Buenos Aires;;False;M;;;1.0
764;Neil Shen;54.0;3900;Finance & Investments;venture capital;China;;Hong Kong;Sequoia China;True;M;12/16/1967;Entrepreneur, Investor;1.0
764;Helmut Sohmen;82.0;3900;Logistics;shipping;Hong Kong;;Hong Kong;;False;M;12/10/1939;;1.0
764;Donald Sterling;87.0;3900;Real Estate;real estate;United States;California;Beverly Hills;;True;M;4/26/1934;;1.0
764;Don Vultaggio & family;70.0;3900;Food & Beverage;beverages;United States;New York;Port Washington;;True;M;2/26/1952;;1.0
764;Yiling Wu;72.0;3900;Healthcare;pharmaceuticals;China;;Shijiazhuang;;True;M;10/24/1949;Entrepreneur;1.0
764;Gongshan Zhu;64.0;3900;Manufacturing;solar panel materials;China;;Shanghai;;True;M;1/1/1958;;1.0
778;Gayle Benson;75.0;3800;Sports;pro sports teams;United States;Louisiana;New Orleans;;False;F;1/26/1947;;2.0
778;William Conway, Jr.;72.0;3800;Finance & Investments;private equity;United States;Virginia;McLean;Carlyle Group;True;M;8/27/1949;Co-Chief Executive Officer and Co-founder;3.0
778;Gurbachan Singh Dhingra;71.0;3800;Manufacturing;paints;India;;Delhi;;True;M;4/9/1950;;1.0
778;Kuldip Singh Dhingra;74.0;3800;Manufacturing;paints;India;;Delhi;;True;M;9/2/1947;;1.0
778;Luca Garavoglia;53.0;3800;Food & Beverage;spirits;Italy;;Milan;;False;M;2/27/1969;;1.0
778;Vinod & Anil Rai Gupta;;3800;Manufacturing;electrical equipment;India;;Delhi;;False;;;;1.0
778;Jimmy Haslam;68.0;3800;Fashion & Retail;gas stations, retail;United States;Tennessee;Knoxville;Pilot Company;False;M;3/9/1954;CEO;2.0
778;Susan Carol Holland;65.0;3800;Manufacturing;hearing aids;Italy;;Milan;;False;F;5/27/1956;;1.0
778;Timur Kulibaev;55.0;3800;Finance & Investments;banking;Kazakhstan;;Almaty;;True;M;9/10/1966;;1.0
778;Dinara Kulibaeva;54.0;3800;Finance & Investments;banking;Kazakhstan;;Almaty;;False;F;8/19/1967;;1.0
778;Michel Leclercq & family;82.0;3800;Fashion & Retail;sporting goods;France;;Lille;;False;M;5/27/1939;;1.0
778;Pablo Legorreta;58.0;3800;Finance & Investments;investments;United States;New York;Sag Harbor;;True;M;10/30/1963;;1.0
778;Margarita Louis-Dreyfus & family;59.0;3800;Food & Beverage;commodities;Switzerland;;Davos;Louis Dreyfus SAS;False;F;6/1/1962;President;1.0
778;Michael Milken;75.0;3800;Finance & Investments;investments;United States;California;Los Angeles;;True;M;7/4/1946;;3.0
778;Denis O'Brien;63.0;3800;Telecom;telecom;Ireland;;Dublin;;True;M;4/17/1958;;1.0
778;Katharina Otto-Bernstein;58.0;3800;Real Estate;real estate;United States;New York;New York;;False;F;1/1/1964;;1.0
778;James Packer;54.0;3800;Gambling & Casinos;casinos;United States;California;Los Angeles;;False;M;9/8/1967;;1.0
778;Sergio Stevanato & family;79.0;3800;Healthcare;medical packaging;Italy;;Venice;;True;M;3/20/1943;;1.0
778;Leena Tewari;64.0;3800;Healthcare;pharmaceuticals;India;;Mumbai;;False;F;9/3/1957;;1.0
778;Yitzhak Tshuva;73.0;3800;Real Estate;real estate;Israel;;Netanya;;True;M;7/7/1948;;1.0
778;Paul-Heinz Wesjohann & family;78.0;3800;Food & Beverage;chicken processing;Germany;;Rechterfeld;;True;M;5/25/1943;;1.0
778;Zeng Fangqin;56.0;3800;Technology;smartphone components;China;;Shenzhen;;True;F;12/25/1965;;1.0
778;Zhou Bajin;86.0;3800;Manufacturing;auto parts;China;;Changzhou;;True;M;5/1/1935;;1.0
801;William Berkley;75.0;3700;Finance & Investments;insurance;United States;Florida;Coconut Grove;WR Berkley;True;M;9/1/1946;Chairman and CEO;1.0
801;John Catsimatidis;73.0;3700;Energy;oil, real estate;United States;New York;New York;;True;M;9/7/1948;;1.0
801;Che Jianxing;55.0;3700;Fashion & Retail;furniture retailing;China;;Shanghai;;True;M;7/18/1966;;1.0
801;Gustavo Denegri;85.0;3700;Healthcare;biotech;Italy;;torino;;True;M;3/17/1937;;1.0
801;Charles Edelstenne;84.0;3700;Manufacturing;aviation;France;;Paris;;True;M;1/3/1938;;1.0
801;Reed Hastings;61.0;3700;Media & Entertainment;Netflix;United States;California;Santa Cruz;Netflix;True;M;10/8/1960;CEO;2.0
801;Amos Hostetter, Jr.;85.0;3700;Media & Entertainment;cable television;United States;Massachusetts;Boston;Pilot House Associates;True;M;1/12/1937;Chair;5.0
801;Brad Jacobs;65.0;3700;Logistics;logistics;United States;Connecticut;Greenwich;;True;M;7/1/1956;;1.0
801;Friedrich Knapp;70.0;3700;Fashion & Retail;fashion retail;Germany;;Brunswick;;True;M;5/6/1951;;1.0
801;William Lauder;61.0;3700;Fashion & Retail;Estee Lauder;United States;New York;New York;;False;M;4/11/1960;;1.0
801;Richard LeFrak & family;76.0;3700;Real Estate;real estate;United States;New York;New York;;False;M;8/29/1945;;1.0
801;Li Guoqiang;58.0;3700;Automotive;auto dealerships;China;;Beijing;;True;M;1/1/1964;;1.0
801;Low Tuck Kwong;73.0;3700;Energy;coal;Indonesia;;Jakarta;;True;M;4/17/1948;;1.0
801;Akira Mori & family;85.0;3700;Real Estate;real estate;Japan;;Tokyo;;False;M;7/12/1936;;1.0
801;Anthony Pritzker;61.0;3700;Service;hotels, investments;United States;California;Los Angeles;;False;M;1/7/1961;;2.0
801;Ira Rennert;87.0;3700;Finance & Investments;investments;United States;New York;New York;;True;M;5/31/1934;;2.0
801;Bernard Saul, II.;89.0;3700;Finance & Investments;banking, real estate;United States;Maryland;Chevy Chase;Saul Centers Inc.;False;M;4/15/1932;Chairman and CEO;1.0
801;Shi Yonghong & family;53.0;3700;Food & Beverage;restaurants;China;;Chengdu;;True;M;1/1/1969;;1.0
801;Song Chi-hyung;43.0;3700;Finance & Investments;cryptocurrency;South Korea;;;;True;M;1/1/1979;;1.0
801;Steven Spielberg;75.0;3700;Media & Entertainment;movies;United States;California;Pacific Palisades;;True;M;12/18/1946;;3.0
801;Wong Luen Hei;60.0;3700;Manufacturing;building materials;Hong Kong;;Hong Kong;;True;M;1/1/1962;;1.0
822;Danielle Bellon & family;82.0;3600;Service;food services;France;;Paris;;False;F;2/8/1940;;1.0
822;Byju Raveendran and Divya Gokulnath;40.0;3600;Technology;education technology;India;;Bangalore;;True;;7/6/1981;;1.0
822;Cho Tak Wong;75.0;3600;Manufacturing;auto parts;China;;Fuqing;;True;M;5/15/1946;;1.0
822;Charles Cohen;70.0;3600;Real Estate;real estate;United States;New York;New York;;False;M;2/8/1952;;1.0
822;Kenneth Dart;66.0;3600;Finance & Investments;investments;Cayman Islands;;George Town;;False;M;4/21/1955;;1.0
822;Martin Ebner;76.0;3600;Finance & Investments;investments;Switzerland;;Wilen;;True;M;8/1/1945;;1.0
822;David Filo;55.0;3600;Technology;Yahoo;United States;California;Palo Alto;Yahoo!;True;M;4/15/1966;Entrepreneur;2.0
822;Miguel Fluxa Rossello;83.0;3600;Service;hotels;Spain;;Esporles;;False;M;7/27/1938;;1.0
822;John Henry;72.0;3600;Sports;sports;United States;Florida;Boca Raton;;True;M;9/13/1949;;1.0
822;Hu Kaijun;60.0;3600;Healthcare;pharmaceuticals;China;;Beijing;;True;M;1/1/1962;;1.0
822;Peter Kellogg;79.0;3600;Finance & Investments;investments;United States;New Jersey;Short Hills;;False;M;9/1/1942;;3.0
822;James Leprino;84.0;3600;Food & Beverage;cheese;United States;Colorado;Indian Hills;Leprino Foods;False;M;11/22/1937;Chairman;1.0
822;Iskander Makhmudov;58.0;3600;Metals & Mining;mining, metals, machinery;Russia;;Moscow;;True;M;12/5/1963;;1.0
822;Daniel Mate;58.0;3600;Metals & Mining;mining, commodities;Switzerland;;Kanton Schwyz;;True;M;6/2/1963;;1.0
822;Aristotelis Mistakidis;60.0;3600;Metals & Mining;mining, commodities;Switzerland;;Zug;;True;M;11/21/1961;;1.0
822;Arturo Moreno;75.0;3600;Sports;billboards, Los Angeles Angels;United States;Arizona;Phoenix;;True;M;8/14/1946;;2.0
822;Nan Cunhui;58.0;3600;Manufacturing;power equipment;China;;Wenzhou;;True;M;7/9/1963;;1.0
822;Julio Ponce Lerou;76.0;3600;Metals & Mining;fertilizer;Chile;;Santiago;;True;M;11/13/1945;;1.0
822;J.B. Pritzker;57.0;3600;Finance & Investments;hotels, investments;United States;Illinois;Springfield;;False;M;1/19/1965;;3.0
822;Chandru Raheja;81.0;3600;Real Estate;real estate;India;;Mumbai;;False;M;10/1/1940;;1.0
822;Rodger Riney & family;76.0;3600;Finance & Investments;discount brokerage;United States;Missouri;St. Louis;Scottrade, Inc.;True;M;1/1/1946;Cofounder;2.0
822;Shi Yuzhu;59.0;3600;Diversified;online games, investments;China;;Shanghai;;True;M;9/1/1962;;1.0
822;Zuowen Song;75.0;3600;Diversified;aluminum, diversified;China;;Longkou;;True;M;3/19/1947;;1.0
822;Jerry Speyer;81.0;3600;Real Estate;real estate;United States;New York;New York;;True;M;6/23/1940;;1.0
822;Julia Thiele-Schuerhoff;50.0;3600;Manufacturing;brakes, investments;Germany;;Munich;;False;F;1/1/1972;;1.0
822;Tung Chee Chen;79.0;3600;Logistics;shipping;Hong Kong;;Hong Kong;;False;M;12/15/1942;;1.0
822;Roger Wang;73.0;3600;Fashion & Retail;retail;China;;Nanjing;;True;M;1/1/1949;;1.0
822;Wu Shaoxun;66.0;3600;Food & Beverage;wine;China;;Daye;;True;M;1/1/1956;;1.0
822;Wenzhong Zhang;60.0;3600;Fashion & Retail;supermarkets;China;;Beijing;;True;M;1/1/1962;;1.0
851;Chen Kaixuan;63.0;3500;Manufacturing;household chemicals;China;;Guangzhou;;True;M;5/1/1958;;1.0
851;Beatriz Davila de Santo Domingo;83.0;3500;Food & Beverage;beer;Bermuda;;;;False;F;3/7/1939;;1.0
851;Antonio Del Valle Ruiz & family;83.0;3500;Manufacturing;chemicals;Mexico;;Mexico City;;True;M;8/13/1938;;1.0
851;Carl Douglas;60.0;3500;Diversified;investments;Sweden;;Stockholm;;False;M;5/5/1961;;1.0
851;Eric Douglas;53.0;3500;Diversified;investments;Sweden;;Stockholm;;False;M;5/1/1968;;1.0
851;Jiangtao Du & family;52.0;3500;Manufacturing;chemicals;China;;Beijing;;True;M;11/17/1969;;1.0
851;Juan Carlos Escotet;62.0;3500;Finance & Investments;banking;Spain;;A Coruña;;True;M;7/23/1959;;1.0
851;Fiona Geminder;57.0;3500;Manufacturing;manufacturing;Australia;;Melbourne;;False;F;12/1/1964;;1.0
851;Yuhua Gu & family;72.0;3500;Manufacturing;furniture;China;;Hangzhou;;True;M;10/5/1949;;1.0
851;James Irsay;62.0;3500;Sports;Indianapolis Colts;United States;Indiana;Carmel;Indianapolis Colts;False;M;6/13/1959;CEO;1.0
851;Kuok Khoon Hong;72.0;3500;Manufacturing;palm oil;Singapore;;Singapore;;False;M;1/1/1950;;1.0
851;Aerin Lauder;51.0;3500;Fashion & Retail;cosmetics;United States;New York;New York;;False;F;4/23/1970;;1.0
851;Lee Seo-hyun;48.0;3500;Diversified;Samsung;South Korea;;Seoul;Samsung C&T Corp.;False;F;9/20/1973;;1.0
851;Li Yongxin & family;46.0;3500;Service;education;China;;Beijing;;True;M;3/9/1976;;1.0
851;Jeffrey Lurie;70.0;3500;Sports;Philadelphia Eagles;United States;Pennsylvania;Wynnewood;;False;M;9/8/1951;;2.0
851;Mary Alice Dorrance Malone;72.0;3500;Food & Beverage;Campbell Soup;United States;Pennsylvania;Coatesville;;False;F;2/3/1950;;1.0
851;Ronald McAulay;86.0;3500;Energy;energy;Hong Kong;;Hong Kong;;False;M;10/5/1935;;1.0
851;Apoorva Mehta;35.0;3500;Technology;grocery delivery service;United States;California;San Francisco;Instacart;True;M;7/19/1986;Founder;1.0
851;Arnon Milchan;77.0;3500;Media & Entertainment;movie making;Israel;;Tel Aviv;;True;M;12/6/1944;;1.0
851;Masahiro Noda;83.0;3500;Technology;software;Japan;;Tokyo;;True;M;8/24/1938;;1.0
851;Maren Otto;;3500;Diversified;retail, real estate;Germany;;Berlin;;False;F;;;1.0
851;Renzo Rosso & family;66.0;3500;Fashion & Retail;fashion;Italy;;Bassano del Grappa;;True;M;9/15/1955;Entrepreneur;1.0
851;Lynn Schusterman;83.0;3500;Energy;oil & gas, investments;United States;Oklahoma;Tulsa;;False;F;1/21/1939;;5.0
851;Gil Shwed;53.0;3500;Technology;software;Israel;;Tel Aviv;;True;M;6/12/1968;;1.0
851;Thomas Siebel;69.0;3500;Technology;business software;United States;California;Woodside;;True;M;11/22/1952;;3.0
851;Herb Simon;87.0;3500;Real Estate;real estate;United States;Indiana;Indianapolis;Simon Property Group;True;M;10/23/1934;Chairman Emeritus of the Board of Simon Property Group, Inc.;2.0
851;Friede Springer;79.0;3500;Media & Entertainment;publishing;Germany;;Berlin;;False;F;8/15/1942;;1.0
851;Wang Zhenhua;60.0;3500;Real Estate;real estate;China;;Shanghai;;True;M;3/1/1962;;1.0
851;Hans Peter Wild;80.0;3500;Food & Beverage;flavorings;Switzerland;;Zug;;False;M;6/16/1941;;1.0
851;William Wrigley, Jr.;58.0;3500;Food & Beverage;chewing gum;United States;Florida;North Palm Beach;Wrigley Management, Inc.;False;M;11/1/1963;Investor;1.0
851;Xia Zuoquan;60.0;3500;Automotive;automobiles, batteries;China;;Shenzhen;;True;M;1/1/1962;;1.0
851;Xue Hua;52.0;3500;Manufacturing;agribusiness;China;;Guangzhou;;True;M;;;1.0
883;Mohed Altrad;74.0;3400;Construction & Engineering;scaffolding, cement mixers;France;;Montpellier;;True;M;3/9/1948;;1.0
883;Sid Bass;79.0;3400;Energy;oil, investments;United States;Texas;Fort Worth;;False;M;4/9/1942;;3.0
883;Nick Caporella;86.0;3400;Food & Beverage;beverages;United States;Florida;Plantation;;True;M;1/15/1936;;1.0
883;Cheng Yixiao;38.0;3400;Media & Entertainment;video streaming app;China;;Beijing;;True;M;1/1/1984;;1.0
883;Wesley Edens;60.0;3400;Finance & Investments;investments;United States;New York;New York;;True;M;10/31/1961;;1.0
883;Behdad Eghbali;45.0;3400;Finance & Investments;private equity;United States;California;Los Angeles;;True;M;5/6/1976;;1.0
883;Archie Aldis Emmerson & family;92.0;3400;Manufacturing;timberland, lumber mills;United States;California;Redding;;True;M;4/10/1929;;2.0
883;Jose E. Feliciano;48.0;3400;Finance & Investments;private equity;United States;California;Marina Del Rey;;True;M;5/29/1973;;1.0
883;Fu Liquan & family;54.0;3400;Technology;surveillance equipment;China;;Hangzhou;;True;M;8/1/1967;;1.0
883;David Gottesman;95.0;3400;Finance & Investments;investments;United States;New York;Rye;First Manhattan Co.;True;M;4/26/1926;Chief Executive Officer;3.0
883;Laurence Graff & family;83.0;3400;Fashion & Retail;diamond jewelry;Switzerland;;Gstaad;;True;M;6/13/1938;;1.0
883;Jeff T. Green;45.0;3400;Media & Entertainment;digital advertising;United States;California;Newbury Park;;True;M;3/30/1977;;1.0
883;Jim Kavanaugh;59.0;3400;Technology;IT provider;United States;Missouri;St. Louis;;True;M;10/17/1962;;1.0
883;Steven Klinsky;65.0;3400;Finance & Investments;investments;United States;New York;New York;;True;M;5/30/1956;Inventor;1.0
883;John Middleton;67.0;3400;Food & Beverage;tobacco;United States;Pennsylvania;Bryn Mawr;;False;M;3/2/1955;;2.0
883;Jerry Ng;56.0;3400;Finance & Investments;banking;Indonesia;;Jakarta;;True;M;7/2/1965;;1.0
883;Tengyun Nie & family;46.0;3400;Service;logistics;China;;Shanghai;;True;M;1/24/1976;;1.0
